cost,num_common_edges,num_common_nodes,avg_common_edges,avg_common_nodes
74738,50,89,45.4665,86.8428
72972,53,88,47.4685,88.034
75345,48,91,42.6146,88.8519
74826,49,88,41.989,86.025
73444,52,91,46.3544,88.7598
75350,49,89,43.8378,87.5165
74114,56,90,46.0731,87.6496
72906,54,92,46.7067,88.7477
74293,51,88,45.5035,87.8278
73287,54,91,47.2943,88.7357
75360,55,91,44.7778,87.6507
73724,57,90,46.2623,87.6777
71687,63,93,51.2402,89.5475
72765,55,92,46.9349,88.7277
73709,47,91,45.2793,89.1041
71718,50,92,47.4965,89.3223
74738,54,90,44.2613,87.4184
74942,47,87,41.7848,86.2763
75070,53,88,43.02,86.6637
73093,57,91,47.2182,87.987
76137,55,89,41.984,86.4374
74255,51,91,44.2683,88.8579
75054,44,90,42.7948,88.2342
73365,53,88,46.8919,86.986
73545,55,91,45.3694,87.8869
75500,51,86,43.3163,86.004
75332,48,91,41.9159,87.5075
73587,52,88,43.3844,86.3133
73759,54,92,43.9249,88.2052
74761,47,89,44.3333,87.7067
73912,48,89,44.4585,87.5576
73420,54,91,45.022,88.974
73735,58,91,46.7217,87.4464
73439,44,89,43.993,88.6436
73843,49,88,45.7658,88.046
73738,48,93,45.9229,89.4635
73487,54,88,47.006,87.5485
73682,44,86,41.8198,86.3083
74164,53,92,44.2573,89.3834
72816,56,90,46.6136,88.1842
73419,52,89,45.7107,88.5465
72937,58,92,46.7678,88.3433
75416,51,89,43.6056,86.3043
72844,54,91,44.7127,88.9419
74076,50,90,46.2352,88.7227
74693,51,89,45.7898,87.8268
73863,54,91,45.7387,88.5716
72972,46,87,45.973,87.5465
74559,53,91,44.6877,88.7017
73559,54,92,46.2873,88.4805
72721,48,92,44.2372,88.7437
72285,59,92,46.4284,88.2332
74176,56,92,44.0731,88.7227
75149,46,90,42.6296,87.042
75146,52,87,44.5055,86.6527
74560,53,89,43.7037,85.9489
73823,52,92,44.9139,88.4595
74926,49,89,45.0671,87.3704
73262,57,90,47.5576,87.989
73478,57,92,47.1612,89.3864
74564,52,94,43.0511,87.9069
73171,54,90,45.7357,87.3113
73579,44,86,42.8498,86.1341
71831,57,93,48.5375,89.0941
73200,52,90,48.0751,89.3463
75174,50,88,43.6426,86.6256
74480,37,89,41.5235,87.8168
72758,54,90,47.958,88.3083
73168,52,90,44.5035,87.5235
72639,55,90,46.8769,88.2032
73373,55,89,44.4565,87.1842
74718,47,88,41.8008,86.1431
74029,58,93,44.6406,86.967
73256,53,91,44.044,87.973
72750,52,91,46.7197,88.1321
74332,59,88,46.2763,87.7127
74475,59,92,46.4745,87.953
72948,61,94,46.1592,89.3894
73513,49,92,43.9449,88.1962
71734,58,94,49.041,90.1281
75269,48,88,41.3083,86.0791
74913,54,90,44.047,87.4374
73504,48,89,40.7698,85.9389
71997,56,88,46.6386,88.3493
72345,53,88,47.995,87.2573
74407,53,92,44.8649,89.012
75193,42,88,43.9269,87.8769
74571,47,89,42.3493,86.6537
73638,54,93,46.2803,90.4374
74705,48,88,43.0811,86.7958
74977,45,87,44.8879,87.8969
75501,45,91,41.3013,88.4765
78101,44,87,40.4955,84.999
74239,52,91,44.9179,89.4955
73075,57,93,46.3033,89.4394
73690,44,91,42.007,88.7107
72529,54,92,46.4224,88.031
74051,56,92,45.7417,88.9339
72820,57,92,46.1802,86.4555
73770,51,91,45.3574,87.9129
76790,43,86,43.8308,86.5716
75228,52,91,43.5686,88.1451
74249,52,90,47.1381,87.6857
74517,49,89,42.7407,87.3544
73061,55,91,48.4835,89.3914
73033,59,91,48.4064,88.5716
72555,49,89,45.004,87.3884
73750,48,92,45.4535,89.5125
74220,49,90,45.2673,88.6657
73707,53,91,48.03,87.3984
73086,52,89,46.2172,87.9239
72609,54,90,47.1612,87.6326
74105,55,91,45.6256,88.6376
73278,52,90,46.7337,88.2533
73335,51,90,46.5245,88.5385
74979,54,90,44.5686,87.8238
73794,60,91,46.8118,88.4785
74490,49,89,44.6947,87.1572
73962,51,90,46.9289,89.0901
76083,49,90,42.2643,87.984
75682,53,88,45.5075,86.2543
73133,56,93,48.5135,89.5916
76230,45,86,43.7327,85.3574
74066,60,91,45.2222,87.0831
73663,60,92,45.3814,88.8729
73790,56,90,47.1121,87.971
76456,55,87,43.3644,84.8529
74138,48,90,43.3303,87.6296
72738,57,92,47.973,88.8378
72882,49,89,45.9069,88.5896
72098,57,92,47.2382,88.6446
73919,54,93,46.0531,88.7758
72682,56,92,46.4865,88.1812
73346,55,91,47.8058,88.8378
73673,50,90,44.1111,87.6176
75363,53,90,44.6406,87.6346
77444,44,87,42.3864,85.5485
72874,55,92,45.6296,87.5866
74626,47,88,45.1451,86.4875
73860,55,90,44.7137,87.4905
72748,56,91,45.7588,86.9229
74545,56,91,45.2292,88.0951
72285,56,90,47.999,87.4204
74570,49,87,44.8028,86.6667
73447,53,90,47.7668,88.8318
74478,43,89,41.8188,86.8539
73491,51,91,43.6296,87.2382
72909,53,90,48.5275,88.3343
73325,57,95,46.1341,88.3564
73700,47,89,45.4555,88.2332
74512,54,91,44.976,88.7658
74530,42,87,40.6406,86.985
72931,51,89,45.7177,88.0621
74253,49,87,45.7057,87.0651
74185,50,92,45.7167,89.4665
74342,51,87,46.5856,87.1972
73353,52,90,44.2513,88.1792
72708,49,92,47.6657,89.2753
73992,46,90,44.8108,89.0551
73834,58,92,47.025,88.4935
71766,55,93,47.4104,89.3724
74600,51,90,43.9439,88.1461
73955,58,91,48.8679,88.8118
74261,58,90,45.036,87.6286
71809,61,95,48.1121,89.5606
72192,56,91,48.2803,88.7888
74977,48,90,45.0551,87.5005
74124,52,91,46.7197,88.2633
72965,59,92,46.6096,88.6837
72211,57,93,48.0841,89.3473
73859,52,90,46.4254,88.0661
72333,49,88,46.033,88.0901
74411,48,92,42.961,88.6386
73688,47,90,42.3554,87.7818
73804,54,90,45.4274,88.8859
72952,57,90,46.973,87.4334
74792,49,88,43.9139,86.1602
74809,47,87,43.951,87.0681
