cost,num_common_edges,num_common_nodes,avg_common_edges,avg_common_nodes
48885,42,82,41.0621,82.0961
46836,54,84,45.6206,83.1742
48711,39,79,40.7477,80.8959
48511,43,83,39.971,81.7968
48093,48,82,42.1602,81.2603
48187,51,86,43.003,83.3994
46952,56,85,45.8398,84.8228
48548,49,89,39.1331,82.984
49356,45,81,40.96,82.7988
47627,41,82,43.9429,82.8779
46825,51,86,44.7157,83.0521
49762,36,77,41.035,82.0971
47855,47,81,43.018,81.3684
49089,44,79,42.047,82.9179
47737,48,84,42.6667,83.4855
50076,42,79,42.2513,82.8058
48287,49,83,43.6046,84.0741
46939,49,85,43.8899,82.6787
46909,56,86,47.2693,85.2573
47879,51,82,45.2072,83.9439
47249,62,88,44.953,83.7477
46977,51,85,44.4194,82.7778
46961,53,84,44.2963,82.5976
47105,56,86,45.2462,85.036
51025,45,80,39.1441,80.1702
47432,53,83,45.4835,83.2723
47221,53,86,44.4795,84.5706
47221,50,84,44.3974,83.5696
48918,38,78,43.4464,83.6326
48666,52,84,42.7087,82.9079
48007,43,84,41.0701,84.4094
49227,44,79,41.7317,82.5095
47468,54,82,41.9429,81.5125
49228,41,77,40.8869,79.7968
46979,52,85,42.8849,83.7177
48594,43,85,41.7437,84.2993
49966,39,78,40.6957,81.1161
48990,46,84,37.6887,81.3263
50045,36,78,42.6597,83.3223
47612,54,84,43.8068,83.5075
49163,37,81,38.3904,81.022
49483,43,82,41.5015,83.8298
47973,46,80,43.7267,82.7658
47806,45,83,43.2062,84.2002
51972,32,77,35.3243,79.7778
47839,48,81,44.7558,83.4404
48479,41,77,40.3954,80.7037
47119,44,86,44.2743,85.2042
49989,38,83,35.3233,82.1992
47088,46,83,42.7518,83.9419
47989,53,84,42.4635,82.3193
47748,44,78,44.9109,81.4555
48350,44,81,40.4735,82.5706
47663,52,84,43.9429,82.9339
48047,53,82,44.3754,83.3343
46366,53,85,45.9259,82.96
46183,56,86,44.2733,82.968
47273,43,84,41.1371,83.8589
50415,35,78,39.9489,80.6637
49728,41,82,39.0881,82.6687
47446,57,85,43.6927,84.5355
46992,48,88,43.1802,82.6627
48372,43,79,41.7247,82.4414
47914,44,82,43.8989,83.6396
47300,53,87,44.5516,85.3574
47565,48,82,45.5045,84.2733
48387,43,82,43.1121,83.4615
49039,45,86,41.2783,84.3664
48274,48,81,44.8338,83.97
47677,49,86,45.4204,85.1662
49242,45,82,42.7487,85.3023
47801,47,83,42.3123,82.7538
47559,40,80,42.3193,82.6406
47655,48,84,43.5786,84.2993
49354,41,82,37.3814,80.1161
48387,41,80,41.2342,81.3574
48761,41,80,40.2442,80.5516
49115,48,82,40.4525,83.4585
48470,40,82,41.9019,84.8629
47516,50,84,44.2242,82.5205
49675,47,81,40.7928,80.97
47932,47,81,43.3584,82.5506
49541,46,82,43.049,83.6196
47505,37,78,39.4875,81.6567
48520,49,83,40.8999,83.4615
49169,48,83,42.4585,81.6276
49004,46,82,40.2192,83.5415
48541,42,81,41.3884,83.7788
46335,45,84,45.1522,84.2132
46980,51,84,45.0521,83.3954
48468,51,86,41.044,84.5756
48995,41,81,42.8759,84.5375
48432,52,83,42.4525,83.3163
48776,42,83,41.4294,82.3053
47771,44,82,43.5415,84.5556
47573,51,84,43.4254,83.6286
48118,47,84,41.97,83.2352
47123,49,85,45.3844,84.6406
50286,38,77,40.3473,80.4935
47573,47,85,44.4414,84.3303
47486,49,85,43.2042,84.6737
50078,45,82,39.003,82.6847
47952,46,85,42.7718,85.4344
47945,45,83,41.1441,82.3173
49569,48,81,40.7538,83.3093
49193,41,80,42.3684,84.029
50893,41,78,40.3143,80.5185
50037,41,80,37.1572,79.6527
49007,51,82,40.7237,81.4715
47947,48,82,44.8569,83.5345
48190,41,83,41.9229,83.6737
49272,52,84,41.5435,83.8589
49818,45,81,40.6106,82.2332
46038,49,82,47.963,85.3333
48601,49,81,43.6527,83.7908
47631,51,87,42.8599,85.0661
49451,48,77,43,82.7508
47195,51,85,44.032,82.5245
47796,46,83,43.8859,83.5295
48324,47,81,44.4905,82.5996
45047,65,91,46.8759,84.0951
49071,45,80,42.1341,83.6006
48945,45,80,44.7207,83.8589
46281,46,83,45.4494,83.8428
48245,56,83,43.8458,82.8909
48389,44,82,41.6486,81.4144
46773,59,88,44.8278,83.1351
48721,46,83,41.8739,85.3984
49585,46,83,39.6657,81.7117
48299,41,81,40.9119,83.5195
49045,43,86,40.6937,83.8589
49016,39,78,39.8879,80.5966
50165,41,80,38.5556,82.1391
48009,48,84,43.035,85.032
48638,48,82,43.5305,84.3604
48703,44,83,41.7187,84.6887
47013,44,83,44.2482,83.7918
48335,43,83,42.3303,84.1301
48086,46,83,43.9439,85.0871
48802,46,83,43.1231,83.1852
49472,44,82,38.3644,81.007
48024,46,82,42.3854,81.8979
48444,55,83,44.8569,83.4014
49474,43,81,40.1431,83.7127
46654,67,86,46.0821,82.8619
46871,51,83,45.2703,84.0741
48945,36,83,38.8138,81.7127
47468,59,86,44.045,81.9429
47362,52,85,42.9389,83.008
47796,48,81,42.7898,82.6026
47541,57,87,43.6496,83.8108
50257,46,82,40.4755,82.1502
48074,41,81,43.5435,82.4615
49083,45,82,38.009,81.6667
51514,43,82,38.2172,81.7357
47287,48,82,45.3694,83.018
47686,49,80,43.8519,82.6366
49418,42,82,41.6587,84.2272
48755,41,80,43.7738,83.8218
50452,43,78,40.4965,80.5966
51366,44,78,40.6216,80.4464
49911,45,81,42.5776,83.4184
47921,45,84,42.6246,83.9119
44906,100,100,46.8448,82.6416
47514,55,84,44.5996,84.3173
50820,47,83,41.7057,82.0631
47960,49,86,43.1171,83.2282
47829,45,84,39.9409,81.982
50092,38,77,40.972,81.7447
48215,43,78,45.8529,83.2683
49061,46,84,41.2492,81.9409
46595,54,82,46.1792,83.6086
47095,50,83,45.2823,85.009
48873,48,83,40.9109,81.956
49110,48,82,39.8428,81.048
48366,52,86,42.4705,83.966
49516,41,78,41.4114,82.8418
